percorso;num;id_ferm
"13200";"3";"16976"
"12560";"22";"11258"
"13126";"16";"12507"
"13146";"23";"17795"
"7455";"9";"13195"
"10294";"20";"12149"
"10117";"17";"12853"
"11353";"14";"10509"
"12281";"26";"16353"
"12493";"17";"11510"
"4282";"28";"11016"
"8658";"12";"12635"
"9217";"13";"11376"
"12283";"2";"17683"
"9922";"19";"11402"
"9984";"5";"13964"
"3732";"21";"13778"
"7607";"13";"13624"
"6496";"17";"14860"
"10089";"7";"10364"
"9665";"14";"16843"
"11524";"16";"19661"
"12305";"1";"13264"
"12728";"9";"10922"
"3575";"24";"12478"
"4540";"19";"10373"
"11790";"32";"15528"
"11202";"23";"10029"
"13010";"2";"19940"
"8656";"27";"15781"
"11353";"6";"10775"
"12842";"11";"16447"
"6844";"6";"17120"
"10077";"27";"14046"
"11683";"4";"11519"
"12493";"13";"11814"
"13030";"23";"12615"
"8655";"10";"16079"
"12130";"27";"13409"
"478";"10";"12472"
"8758";"10";"15891"
"3734";"21";"15555"
"10547";"25";"16292"
"5065";"20";"11080"
"11662";"3";"12465"
"10491";"37";"10228"
"6252";"14";"13638"
"11716";"4";"12822"
"12976";"27";"12581"
"13126";"1";"13213"
"8414";"1";"11466"
"9457";"15";"11829"
"9984";"9";"13657"
"10545";"20";"14172"
"12381";"24";"11177"
"12389";"16";"13181"
"9158";"13";"11587"
"11524";"7";"11933"
"8758";"22";"14076"
"13031";"9";"17050"
"7793";"6";"17360"
"8413";"16";"11100"
"9366";"31";"12133"
"11322";"30";"10468"
"13127";"18";"12661"
"6692";"2";"10281"
"7565";"23";"10918"
"9746";"29";"11822"
"9922";"7";"11075"
"9925";"1";"17502"
"12163";"22";"11210"
"12972";"8";"12570"
"10386";"3";"18485"
"6764";"10";"12633"
"9629";"28";"12733"
"9901";"23";"11088"
"12162";"25";"10905"
"9903";"27";"15379"
"5131";"20";"14240"
"13009";"3";"17656"
"12021";"4";"10530"
"7227";"16";"12787"
"13372";"10";"14609"
"12841";"9";"16555"
"12276";"10";"19599"
"5748";"12";"13732"
"9696";"2";"13129"
"12176";"6";"16200"
"13031";"6";"12839"
"3275";"25";"11490"
"10303";"25";"17798"
"3465";"11";"12774"
"5569";"15";"12882"
"12560";"4";"17171"
"10036";"12";"12199"
"8842";"11";"13617"
"11299";"24";"10215"
"13142";"6";"16073"
"7277";"12";"13830"
"7814";"11";"10545"
"7814";"3";"10429"
"10147";"1";"13525"
"11522";"13";"11808"
"11678";"31";"12630"
"6764";"20";"12824"
"13133";"6";"12615"
"6203";"5";"12187"
"12073";"11";"16144"
"6692";"1";"10113"
"6782";"6";"15895"
"9899";"3";"15363"
"10148";"13";"12870"
"8599";"9";"13968"
"11790";"18";"11279"
"12306";"14";"14330"
"12490";"8";"12024"
"12304";"16";"14336"
"13142";"11";"12839"
"12073";"24";"16121"
"12273";"17";"10214"
"9904";"2";"18084"
"11713";"5";"12838"
"4282";"9";"11810"
"12759";"17";"12185"
"8230";"3";"15114"
"12304";"6";"13141"
"11709";"8";"12126"
"12389";"19";"13184"
"10013";"5";"14954"
"11825";"21";"16286"
"13159";"16";"12868"
"6736";"6";"11691"
"9457";"27";"11291"
"12290";"10";"13715"
"9982";"30";"13656"
"4540";"15";"10227"
"9216";"18";"11394"
"10294";"3";"10899"
"12162";"5";"12074"
"6782";"13";"15890"
"12179";"2";"16264"
"9665";"12";"11138"
"4508";"5";"14422"
"8839";"2";"17750"
"12394";"28";"16444"
"12178";"4";"16249"
"3976";"8";"11970"
"6201";"24";"12222"
"8174";"18";"12000"
"9303";"33";"10444"
"11790";"26";"17330"
"4508";"8";"14425"
"13142";"7";"16084"
"3578";"24";"11931"
"6142";"21";"14924"
"9901";"32";"18076"
"8758";"12";"15749"
"480";"10";"12795"
"9899";"15";"10571"
"10567";"4";"16305"
"12281";"23";"10166"
"10548";"35";"15972"
"4538";"1";"11181"
"9217";"1";"17853"
"6692";"23";"10489"
"8413";"15";"11101"
"9303";"5";"16422"
"13146";"17";"19780"
"10124";"6";"12365"
"4653";"28";"11610"
"11678";"27";"12660"
"11202";"8";"10387"
"9982";"14";"15023"
"9693";"7";"12100"
"475";"1";"12212"
"10294";"2";"17233"
"6244";"10";"10327"
"13127";"23";"18113"
"13017";"15";"16520"
"7214";"8";"15883"
"7691";"8";"15198"
"9367";"21";"11253"
"12976";"13";"12000"
"10077";"4";"12732"
"7655";"4";"16476"
"10063";"10";"16834"
"13161";"1";"14988"
"11322";"26";"17171"
"9746";"35";"17711"
"10089";"20";"10266"
"13155";"7";"12694"
"11632";"7";"11748"
"5190";"6";"11105"
"12988";"4";"12859"
"6777";"4";"15893"
"12759";"6";"17701"
"3578";"30";"11610"
"7607";"7";"16047"
"8090";"7";"10216"
"11716";"1";"12979"
"12292";"15";"13180"
"12894";"30";"17440"
"9746";"24";"11763"
"9457";"28";"11282"
"6201";"3";"12585"
"11344";"10";"11157"
"13133";"9";"12635"
"4538";"3";"11198"
"9984";"28";"13938"
"10124";"15";"18009"
"10117";"11";"12392"
"7565";"13";"10638"
"10007";"8";"16057"
"12310";"9";"18015"
"3732";"10";"10299"
"9747";"18";"12032"
"11608";"14";"17111"
"10548";"26";"16751"
"13156";"26";"17986"
"6803";"2";"11371"
"7607";"22";"13554"
"11678";"43";"12913"
"9747";"19";"12048"
"10152";"15";"11786"
"9970";"12";"11821"
"10123";"25";"12097"
"11198";"27";"10416"
"12277";"23";"16377"
"13092";"7";"13972"
"12074";"19";"16216"
"8742";"12";"16185"
"9366";"5";"10969"
"11322";"15";"14981"
"11683";"12";"11715"
"6692";"10";"10302"
"11197";"4";"15559"
"5795";"16";"13775"
"9925";"11";"18094"
"10089";"15";"16847"
"9160";"16";"15392"
"9367";"39";"12145"
"10548";"14";"15468"
"7657";"2";"16474"
"6791";"2";"15874"
"9984";"34";"17004"
"11202";"11";"10211"
"12073";"14";"16140"
"13193";"4";"11816"
"10077";"18";"12886"
"5748";"9";"13724"
"9457";"1";"12254"
"13345";"2";"19897"
"6777";"13";"12302"
"11632";"13";"11727"
"8332";"3";"12006"
"3976";"9";"11984"
"7542";"12";"10962"
"10149";"1";"13525"
"6803";"7";"17103"
"10025";"20";"11499"
"12560";"48";"12254"
"12603";"23";"11502"
"6252";"6";"13565"
"10491";"40";"17740"
"12381";"32";"10523"
"9216";"17";"11382"
"5085";"8";"16078"
"8402";"4";"12031"
"9901";"19";"11082"
"10491";"16";"10430"
"12142";"19";"11545"
"10544";"21";"14173"
"8090";"30";"10406"
"12178";"23";"16190"
"10077";"20";"12904"
"13200";"10";"19867"
"9439";"19";"12034"
"12277";"26";"16383"
"8838";"8";"17748"
"12296";"14";"13752"
"8230";"9";"16363"
"11301";"10";"14379"
"9177";"19";"15129"
"11353";"15";"10764"
"11202";"12";"10208"
"12311";"14";"15585"
"11322";"32";"10459"
"11634";"10";"11765"
"3575";"4";"10692"
"9924";"9";"12860"
"10548";"29";"16756"
"13127";"14";"12621"
"8736";"2";"16163"
"9629";"5";"15045"
"5190";"10";"11131"
"6708";"2";"11664"
"9693";"11";"12368"
"12493";"14";"18155"
"9439";"8";"12324"
"6774";"30";"17142"
"10095";"23";"11587"
"10545";"33";"13436"
"13136";"18";"15614"
"10536";"10";"17858"
"12132";"24";"13494"
"8655";"13";"16083"
"11424";"1";"11196"
"13017";"14";"16519"
"13010";"9";"16461"
"9665";"11";"11162"
"12972";"26";"11668"
"9747";"9";"11435"
"9696";"20";"11815"
"7227";"26";"13983"
"12162";"27";"10634"
"3732";"8";"10296"
"6244";"12";"10339"
"4653";"10";"11193"
"10304";"1";"10177"
"12292";"16";"13181"
"7542";"16";"10970"
"12841";"15";"16561"
"6777";"1";"15877"
"7436";"3";"16637"
"11357";"9";"10508"
"4404";"6";"10674"
"11657";"9";"13441"
"11825";"19";"16284"
"10491";"3";"11011"
"11656";"1";"15081"
"11825";"11";"16159"
"12296";"16";"13754"
"9984";"16";"14030"
"12453";"7";"10063"
"3732";"16";"10673"
"5748";"14";"13416"
"12893";"16";"11694"
"8656";"3";"15761"
"11790";"29";"11864"
"9984";"29";"13939"
"11716";"5";"12838"
"13373";"12";"13137"
"8599";"7";"14039"
"7210";"7";"11977"
"6736";"7";"15464"
"8842";"4";"14939"
"12972";"14";"12952"
"12603";"12";"10999"
"10117";"4";"11816"
"13010";"18";"16452"
"9970";"6";"12147"
"13142";"15";"12845"
"478";"4";"12745"
"12278";"23";"19619"
"7275";"7";"13853"
"12574";"34";"12094"
"8223";"8";"15650"
"8742";"9";"16174"
"12132";"13";"18470"
"12389";"12";"13177"
"12893";"12";"11380"
"7608";"15";"13647"
"11358";"15";"17720"
"13193";"11";"12392"
"11347";"4";"17380"
"475";"14";"12752"
"11333";"5";"12487"
"3578";"9";"12381"
"7657";"9";"17425"
"13155";"27";"14983"
"3533";"6";"15078"
"11524";"15";"11562"
"8057";"14";"15104"
"12560";"35";"11840"
"12963";"11";"11337"
"9175";"12";"15860"
"13154";"5";"12724"
"11347";"13";"13769"
"12074";"5";"15641"
"12292";"19";"13184"
"6293";"5";"16349"
"12245";"10";"16964"
"10548";"12";"13443"
"12728";"20";"11844"
"12560";"7";"10703"
"7655";"1";"16521"
"11299";"27";"10054"
"12957";"22";"15905"
"9971";"3";"18025"
"10072";"11";"10501"
"11358";"36";"11145"
"12133";"1";"17856"
"12394";"12";"16558"
"12625";"33";"11001"
"12976";"20";"12945"
"13158";"7";"14984"
"7225";"21";"12291"
"7123";"4";"12049"
"12281";"13";"16363"
"322";"26";"13634"
"13190";"10";"13338"
"10386";"7";"17595"
"11713";"4";"12822"
"12625";"31";"11321"
"12841";"5";"16551"
"8056";"20";"13698"
"11299";"21";"10345"
"12402";"7";"17676"
"11657";"15";"13444"
"9982";"17";"13912"
"10294";"12";"11469"
"7436";"12";"16655"
"9212";"19";"11354"
"3578";"8";"12377"
"6736";"23";"16803"
"4653";"16";"11504"
"4242";"15";"14204"
"12198";"12";"15853"
"6244";"13";"13198"
"12248";"1";"17538"
"9902";"3";"15378"
"11299";"36";"10145"
"13345";"6";"19895"
"11678";"25";"12830"
"12198";"4";"13691"
"12277";"16";"16366"
"13130";"20";"12210"
"12177";"26";"16246"
"9366";"32";"12139"
"10536";"13";"13368"
"6807";"13";"15058"
"10544";"11";"18558"
"13372";"6";"15904"
"9971";"2";"11267"
"11657";"7";"13439"
"7543";"6";"11310"
"12962";"12";"17902"
"13092";"19";"17419"
"9398";"34";"17551"
"8260";"18";"17582"
"9216";"21";"11391"
"11090";"7";"16476"
"11662";"32";"15310"
"12021";"15";"14481"
"12176";"26";"16247"
"13190";"23";"12127"
"4404";"4";"10690"
"11198";"3";"19176"
"9457";"11";"11849"
"13144";"28";"12721"
"8174";"10";"11970"
"11608";"17";"15209"
"12290";"7";"13712"
"13092";"5";"17127"
"9158";"17";"11532"
"8758";"8";"17151"
"12891";"1";"19912"
"12389";"15";"13180"
"13156";"6";"12690"
"6737";"18";"13348"
"11825";"3";"16276"
"4084";"1";"10644"
"9750";"19";"13797"
"12278";"4";"10164"
"9982";"8";"13902"
"3465";"9";"12760"
"6142";"19";"14922"
"9779";"21";"17670"
"7548";"3";"10731"
"12314";"16";"11815"
"12490";"2";"12960"
"13146";"14";"12667"
"10072";"1";"17602"
"10150";"5";"18141"
"8223";"1";"17303"
"5748";"4";"16790"
"6201";"4";"15460"
"10491";"20";"10272"
"11632";"3";"12348"
"13139";"2";"10309"
"9746";"12";"17566"
"3976";"3";"11684"
"5812";"6";"16808"
"8090";"15";"10255"
"12311";"12";"14361"
"10770";"7";"14815"
"12490";"27";"17461"
"7225";"1";"16767"
"9903";"12";"11095"
"654";"17";"12891"
"10117";"33";"13331"
"6692";"13";"10454"
"12958";"19";"11041"
"8599";"25";"14048"
"11198";"15";"10066"
"11357";"12";"10785"
"11790";"30";"11874"
"8736";"12";"16178"
"9746";"3";"11401"
"11608";"10";"14900"
"12759";"2";"11019"
"3578";"14";"12425"
"13139";"20";"16675"
"13161";"22";"18110"
"9925";"2";"12441"
"10150";"4";"13334"
"7285";"12";"17107"
"12976";"35";"12768"
"13136";"11";"16634"
"7455";"19";"10844"
"9367";"12";"10972"
"7616";"10";"14046"
"9696";"21";"11852"
"7814";"7";"10425"
"9747";"2";"11132"
"8413";"22";"11073"
"12891";"4";"19892"
"13159";"11";"16858"
"9901";"10";"15372"
"6791";"14";"11958"
"10547";"30";"14881"
"6145";"12";"14929"
"12894";"22";"11049"
"10769";"17";"10065"
"9693";"12";"12373"
"322";"2";"16841"
"3465";"5";"12526"
"4872";"8";"14207"
"11334";"24";"13213"
"12491";"4";"10526"
"3533";"19";"11106"
"6798";"10";"17098"
"7210";"4";"11948"
"10095";"12";"17978"
"12273";"7";"13296"
"10117";"22";"13320"
"10491";"1";"11007"
"10492";"36";"10943"
"6692";"28";"10746"
"9670";"24";"17341"
"7277";"3";"14591"
"10492";"15";"10250"
"11713";"1";"12979"
"10545";"16";"13477"
"9825";"4";"14089"
"11662";"2";"17960"
"12395";"12";"16443"
"12402";"12";"17680"
"7277";"17";"13835"
"9665";"10";"11164"
"9309";"23";"10037"
"9904";"7";"11063"
"6142";"22";"14925"
"3533";"21";"11080"
"12281";"14";"16361"
"6142";"32";"16952"
"9629";"19";"15636"
"10148";"12";"13535"
"11635";"10";"19724"
"8413";"7";"11416"
"11348";"9";"10780"
"11709";"14";"12651"
"12290";"9";"13714"
"5844";"5";"14897"
"10146";"1";"13525"
"11299";"12";"10588"
"12759";"28";"12066"
"12841";"18";"16564"
"11522";"21";"11593"
"11608";"8";"13898"
"10303";"14";"10261"
"10547";"3";"13386"
"11678";"23";"12847"
"10544";"12";"16312"
"13128";"5";"12721"
"6737";"14";"14089"
"7285";"4";"14149"
"12280";"9";"16365"
"5482";"10";"12404"
"8056";"7";"15101"
"12254";"25";"10816"
"7607";"20";"13658"
"11657";"18";"13446"
"479";"16";"12211"
"11608";"19";"17115"
"10544";"17";"14169"
"12277";"25";"16381"
"10148";"5";"13528"
"5190";"4";"11078"
"9216";"6";"11647"
"8174";"21";"12009"
"12892";"21";"10192"
"9902";"22";"11062"
"9904";"9";"11066"
"10117";"24";"13322"
"11767";"10";"17582"
"9904";"13";"11078"
"10306";"23";"10424"
"10492";"33";"10672"
"12278";"9";"16357"
"12972";"27";"11663"
"11683";"16";"15085"
"12282";"8";"16376"
"7693";"11";"17436"
"12560";"2";"10471"
"4873";"6";"14206"
"7214";"17";"17303"
"9982";"22";"13968"
"11197";"3";"19176"
"12305";"5";"13140"
"6244";"3";"13186"
"10544";"25";"13425"
"11424";"15";"17474"
"4242";"9";"15183"
"4039";"14";"12629"
"13190";"29";"17854"
"3578";"40";"10644"
"12314";"24";"11895"
"11350";"6";"10763"
"6736";"22";"13312"
"9443";"19";"15642"
"13146";"8";"12693"
"12761";"25";"11327"
"12916";"9";"16846"
"9750";"10";"13791"
"6201";"1";"15079"
"7621";"2";"17124"
"5812";"9";"13104"
"8174";"1";"11921"
"8230";"12";"17300"
"10567";"16";"16843"
"8119";"6";"10408"
"12176";"21";"16242"
"9303";"17";"16434"
"7691";"1";"13213"
"8119";"5";"10418"
"4703";"12";"13543"
"11656";"11";"13390"
"10147";"3";"13526"
"10063";"2";"13409"
"10401";"13";"13992"
"12389";"14";"13179"
"9692";"27";"12602"
"9696";"13";"11274"
"6293";"6";"16350"
"7547";"22";"11293"
"11090";"8";"16477"
"12179";"23";"16191"
"11334";"13";"19613"
"10148";"17";"13536"
"10547";"29";"16756"
"11358";"24";"10508"
"12283";"5";"13283"
"4538";"24";"11880"
"8989";"5";"10696"
"10050";"4";"18135"
"12972";"33";"19931"
"11304";"3";"15792"
"10303";"19";"10377"
"11825";"22";"16287"
"11358";"7";"11170"
"6291";"5";"16200"
"7607";"8";"16046"
"12402";"14";"17682"
"6764";"5";"12366"
"11652";"2";"19728"
"12133";"3";"17857"
"12728";"10";"10927"
"8093";"6";"10411"
"9629";"22";"12785"
"12390";"1";"13200"
"4242";"10";"14239"
"9457";"24";"11254"
"10007";"6";"12477"
"10096";"20";"11587"
"322";"14";"13674"
"7210";"2";"11898"
"9439";"17";"12039"
"10146";"8";"13531"
"12381";"29";"19842"
"8658";"9";"12613"
"11344";"5";"11126"
"11767";"16";"11297"
"12314";"28";"11363"
"12276";"21";"19600"
"13126";"20";"12227"
"4282";"16";"11542"
"10303";"10";"18457"
"7565";"6";"10440"
"12177";"6";"16200"
"7225";"10";"17165"
"7616";"1";"17416"
"8223";"3";"15287"
"9367";"3";"10701"
"11299";"16";"10370"
"12277";"2";"10218"
"12574";"13";"11013"
"3533";"13";"11138"
"8260";"5";"12490"
"5482";"15";"12379"
"8414";"12";"11128"
"11358";"2";"11470"
"10089";"10";"10382"
"6708";"3";"11963"
"9457";"4";"12246"
"9750";"3";"13298"
"8656";"29";"12367"
"12394";"23";"16570"
"4705";"4";"10963"
"9457";"34";"10965"
"12296";"13";"13751"
"6252";"19";"13644"
"9902";"28";"18076"
"12560";"19";"11283"
"9878";"37";"16757"
"10401";"27";"15184"
"475";"5";"12511"
"12178";"5";"16250"
"9366";"34";"12163"
"12972";"2";"12950"
"9982";"36";"14005"
"10547";"26";"16751"
"12021";"20";"16737"
"11713";"9";"19734"
"12958";"12";"10726"
"3734";"20";"15554"
"6764";"11";"12632"
"13161";"15";"16856"
"10401";"14";"13993"
"3732";"15";"10467"
"11524";"9";"11908"
"7543";"5";"11565"
"5843";"4";"13638"
"11634";"16";"16929"
"6291";"11";"16165"
"12987";"7";"12862"
"10084";"16";"12110"
"10547";"14";"15468"
"10294";"9";"11444"
"10769";"19";"14815"
"12917";"14";"11052"
"6737";"29";"16803"
"8093";"15";"10082"
"9175";"17";"14958"
"11709";"9";"12390"
"8230";"2";"15113"
"13128";"6";"12723"
"12248";"16";"15535"
"12281";"25";"10219"
"8090";"10";"10232"
"13155";"32";"14986"
"5131";"18";"16196"
"12894";"25";"11053"
"6567";"4";"14156"
"12178";"1";"16247"
"12491";"17";"11710"
"13159";"18";"15155"
"3976";"4";"11686"
"5785";"7";"14082"
"9984";"7";"13626"
"13130";"21";"12487"
"3575";"23";"12476"
"12314";"1";"12811"
"5131";"14";"16192"
"5484";"7";"12372"
"12894";"2";"15427"
"9443";"20";"15639"
"9457";"35";"10688"
"11348";"10";"10773"
"11350";"8";"10786"
"11767";"5";"15529"
"12490";"26";"17460"
"7608";"21";"13666"
"11716";"2";"12620"
"9746";"10";"17561"
"12245";"2";"10174"
"9366";"40";"12505"
"12894";"24";"11052"
"10149";"3";"13526"
"11628";"4";"11720"
"7654";"12";"16536"
"8056";"16";"15107"
"10089";"5";"18142"
"7607";"14";"13625"
"11202";"3";"11244"
"10401";"4";"13935"
"10401";"12";"17106"
"3275";"14";"11163"
"12389";"5";"19842"
"12163";"2";"12384"
"7693";"15";"12136"
"9692";"3";"11817"
"13161";"10";"13225"
"13200";"5";"16113"
"10544";"6";"14877"
"9902";"7";"15370"
"7621";"6";"13971"
"9746";"31";"11821"
"5804";"20";"16802"
"480";"4";"12903"
"9750";"16";"14951"
"12254";"26";"11146"
"7691";"4";"17434"
"10547";"35";"15972"
"12310";"20";"13264"
"7214";"18";"12280"
"10491";"8";"10936"
"12292";"23";"16730"
"10095";"4";"11390"
"12761";"8";"17270"
"13161";"5";"19837"
"4086";"10";"11147"
"9158";"3";"15397"
"9309";"14";"10266"
"10548";"25";"16292"
"11608";"15";"19487"
"10036";"10";"12259"
"10050";"3";"13364"
"7455";"3";"13189"
"8658";"6";"12818"
"10770";"3";"10218"
"8260";"13";"11887"
"10300";"1";"10115"
"12761";"22";"11641"
"5804";"5";"13099"
"9779";"25";"12589"
"7285";"10";"17342"
"10146";"7";"13530"
"12281";"16";"19599"
"12560";"15";"10945"
"9303";"12";"16428"
"12179";"26";"16228"
"5804";"1";"16795"
"10770";"8";"10160"
"12198";"13";"13626"
"6708";"19";"12969"
"11716";"23";"15381"
"8402";"2";"11785"
"8806";"9";"12270"
"6496";"1";"12899"
"12394";"29";"16445"
"6777";"12";"12311"
"11197";"15";"10066"
"10077";"21";"12901"
"11767";"22";"11258"
"10386";"5";"14121"
"11628";"11";"11756"
"6737";"12";"13100"
"9158";"5";"15393"
"9457";"14";"11835"
"10567";"3";"16304"
"12759";"13";"11907"
"9903";"30";"11464"
"10072";"19";"13176"
"7616";"12";"15043"
"13125";"16";"17585"
"9746";"4";"11402"
"11524";"6";"12234"
"12841";"4";"16550"
"4404";"13";"10300"
"7607";"1";"13671"
"478";"2";"12742"
"10547";"1";"13383"
"11348";"18";"10791"
"6293";"23";"16209"
"583";"25";"10152"
"4282";"32";"10717"
"9692";"21";"16077"
"10770";"14";"13116"
"12395";"17";"16521"
"12132";"11";"13450"
"9366";"28";"12090"
"12913";"10";"10559"
"10036";"4";"12585"
"11633";"6";"11714"
"9904";"26";"15377"
"12198";"23";"15862"
"12728";"22";"11814"
"12625";"23";"11548"
"7225";"27";"11984"
"12281";"6";"19601"
"11713";"13";"12400"
"7277";"6";"13940"
"9629";"26";"12759"
"10544";"32";"17281"
"13030";"21";"19710"
"7212";"17";"15886"
"3275";"5";"11081"
"12293";"36";"15643"
"9747";"14";"17741"
"12893";"23";"15424"
"13008";"9";"17448"
"7693";"17";"12163"
"7893";"7";"10126"
"7214";"7";"15882"
"5812";"2";"16841"
"7894";"1";"10126"
"12292";"6";"13711"
"6803";"4";"17102"
"13199";"10";"19843"
"480";"20";"12257"
"2982";"1";"15278"
"10537";"8";"13364"
"4538";"23";"11874"
"10152";"22";"18128"
"10300";"29";"13140"
"11358";"26";"10766"
"3465";"4";"12516"
"11522";"23";"11575"
"10077";"29";"15043"
"4039";"4";"12084"
"11678";"38";"12905"
"13127";"13";"12608"
"5065";"8";"11169"
"13031";"10";"17052"
"8056";"14";"16364"
"9366";"11";"17550"
"12958";"8";"18146"
"5812";"3";"16804"
"6567";"11";"14167"
"12309";"7";"14357"
"11634";"6";"11714"
"5131";"6";"16184"
"12712";"19";"11032"
"7621";"22";"17416"
"13146";"28";"17769"
"5099";"23";"11784"
"5795";"11";"14087"
"9216";"2";"11612"
"10536";"18";"13373"
"11716";"9";"19734"
"12442";"7";"12530"
"12917";"16";"13312"
"13158";"14";"13234"
"9443";"7";"12347"
"7616";"20";"15005"
"13133";"19";"18475"
"5795";"18";"13350"
"10590";"9";"13121"
"13190";"31";"17769"
"8599";"29";"14016"
"9309";"4";"10605"
"3533";"9";"11169"
"12292";"14";"13179"
"9398";"3";"12698"
"6708";"27";"12460"
"12074";"28";"16157"
"11358";"11";"11153"
"7543";"26";"10493"
"8173";"18";"11954"
"12394";"6";"16552"
"10117";"26";"18108"
"12603";"8";"10680"
"12283";"1";"17682"
"13009";"5";"16457"
"13031";"17";"12111"
"9366";"9";"10953"
"13139";"19";"16674"
"5795";"12";"13348"
"6782";"15";"15877"
"8842";"6";"16958"
"11657";"6";"13438"
"12490";"7";"12026"
"9925";"5";"12674"
"4540";"24";"10575"
"8806";"5";"17735"
"9309";"3";"10615"
"4404";"1";"13778"
"12021";"18";"14483"
"12560";"46";"12247"
"4084";"8";"10589"
"9982";"27";"13660"
"11350";"28";"11155"
"12390";"17";"13206"
"10095";"18";"11648"
"12163";"7";"12067"
"5065";"3";"11484"
"12560";"24";"11256"
"10303";"9";"10076"
"10567";"14";"16909"
"6737";"4";"15413"
"13031";"19";"12095"
"7607";"5";"16050"
"10300";"11";"10254"
"3275";"9";"11111"
"8413";"3";"11431"
"12972";"9";"12567"
"9779";"9";"13346"
"12728";"38";"12445"
"12304";"2";"10213"
"8843";"17";"14949"
"9177";"7";"15857"
"4705";"13";"11556"
"9970";"9";"12098"
"10011";"9";"11275"
"12142";"4";"12440"
"4538";"13";"11824"
"11683";"1";"11788"
"8231";"12";"10032"
"13345";"1";"18573"
"480";"12";"12767"
"10096";"13";"16837"
"4508";"9";"14426"
"10149";"8";"13531"
"12277";"3";"10068"
"11348";"15";"10753"
"10294";"13";"11755"
"3533";"5";"11480"
"7543";"32";"10734"
"12917";"22";"15413"
"13128";"22";"12888"
"10123";"7";"17069"
"10306";"14";"18457"
"10548";"30";"14881"
"12759";"19";"17386"
"13192";"8";"12400"
"9982";"21";"14040"
"10567";"13";"16908"
"12245";"7";"10168"
"9366";"42";"12709"
"9303";"30";"16447"
"9457";"32";"10944"
"9982";"12";"13907"
"10386";"15";"16817"
"11628";"15";"11511"
"12490";"28";"10516"
"9670";"3";"11816"
"3465";"1";"12200"
"6796";"4";"15149"
"7123";"3";"12046"
"12179";"20";"16157"
"10124";"14";"18155"
"4242";"14";"12809"
"10547";"12";"13443"
"12976";"22";"15928"
"480";"7";"12880"
"13199";"6";"19862"
"8402";"15";"11434"
"10146";"3";"13526"
"4405";"5";"10677"
"6291";"17";"15758"
"9746";"32";"11774"
"7653";"13";"16531"
"13146";"6";"12724"
"5099";"16";"12110"
"12309";"2";"14365"
"12314";"27";"16838"
"6777";"2";"15878"
"13200";"13";"16096"
"11299";"8";"10887"
"12894";"15";"11692"
"13156";"11";"13211"
"7793";"9";"17468"
"12625";"20";"14188"
"4405";"18";"10117"
"9747";"7";"11418"
"13373";"2";"16588"
"12132";"6";"13468"
"9962";"10";"12130"
"10567";"11";"16312"
"12282";"19";"17300"
"6145";"7";"14923"
"9629";"16";"12887"
"10013";"9";"14915"
"10123";"14";"12960"
"12293";"6";"13737"
"10089";"6";"17659"
"12021";"7";"10193"
"13190";"33";"16929"
"4282";"8";"11820"
"583";"9";"10577"
"8230";"19";"10076"
"9902";"23";"11061"
"12073";"13";"16217"
"9901";"7";"15378"
"9971";"4";"11289"
"11090";"30";"16490"
"11299";"34";"10154"
"12574";"14";"11015"
"6201";"21";"12187"
"5812";"5";"16807"
"10089";"4";"10351"
"13127";"11";"12615"
"475";"12";"12743"
"8413";"21";"11077"
"6293";"19";"16205"
"4705";"18";"11868"
"6252";"33";"13671"
"7455";"12";"16980"
"7893";"5";"10315"
"8842";"16";"14948"
"6736";"1";"16094"
"9878";"30";"10877"
"10109";"15";"13670"
"11716";"13";"12400"
"7548";"26";"11307"
"6692";"22";"10488"
"12073";"29";"12323"
"3001";"12";"10919"
"6777";"18";"11973"
"11348";"3";"10789"
"12891";"5";"19802"
"12963";"15";"14075"
"13017";"12";"16517"
"13156";"28";"14985"
"12277";"6";"10141"
"12913";"1";"10197"
"12963";"5";"11353"
"9398";"19";"11793"
"10036";"14";"11858"
"10095";"1";"11697"
"10084";"3";"12985"
"5492";"11";"12740"
"9366";"18";"11231"
"7181";"14";"13879"
"11346";"13";"13769"
"10072";"6";"10533"
"10544";"9";"16747"
"4540";"23";"10569"
"9216";"10";"11366"
"4241";"8";"15183"
"10095";"7";"11381"
"11713";"2";"12620"
"12962";"8";"10887"
"5482";"23";"12336"
"10063";"5";"13736"
"6252";"5";"13564"
"6807";"4";"16741"
"10539";"2";"13401"
"11198";"4";"15559"
"12761";"20";"11906"
"10547";"6";"13388"
"583";"29";"10171"
"7653";"6";"16522"
"13030";"12";"12402"
"8806";"4";"12235"
"10117";"27";"18109"
"13128";"4";"12725"
"6252";"28";"13666"
"4872";"2";"15224"
"6294";"13";"15754"
"9692";"1";"18009"
"12913";"14";"10842"
"13155";"1";"19960"
"4039";"8";"12389"
"11608";"16";"17113"
"12282";"17";"16356"
"7543";"25";"10485"
"10491";"13";"10637"
"13192";"3";"12854"
"7565";"34";"10858"
"12196";"18";"16273"
"7654";"15";"16539"
"10149";"7";"13530"
"10300";"21";"10358"
"11304";"11";"19600"
"4404";"2";"10989"
"10011";"7";"18022"
"11767";"3";"11929"
"13158";"10";"13229"
"9629";"30";"12729"
"6807";"20";"10529"
"12894";"20";"16792"
"12728";"32";"17653"
"10769";"18";"10062"
"12304";"3";"15259"
"11301";"2";"16339"
